Name	ID	ALL	ALL.1	ALL.2	ALL.3	ALL.4	ALL.5	ALL.6	ALL.7	ALL.8	ALL.9	ALL.10	ALL.11	ALL.12	ALL.13	ALL.14	ALL.15	ALL.16	ALL.17	ALL.18	ALL.19	ALL.20	ALL.21	ALL.22	ALL.23	ALL.24	ALL.25	ALL.26	AML	AML.1	AML.2	AML.3	AML.4	AML.5	AML.6	AML.7	AML.8	AML.9	AML.10
GB_DEF_-_Inducible_nitric_oxide_synthase_gene_promoter_and_exon_1	D29675_s_at	0.45579	0.46346	0.61171	0.71001	0.02655	0.55128	0.67289	0.49561	0.61153	1.14075	0.70193	-0.24431	-0.07846	0.39083	0.09549	0.05652	0.42622	0.4045	0.16339	0.42314	-0.006	0.57857	0.91307	-0.06178	0.34644	0.09835	0.82235	0.58569	0.20293	0.47457	0.68613	0.53571	0.84799	0.7021	0.83006	-0.18327	0.35366	0.74451
TEC_gene_extracted_from_Human_protein_tyrosine_kinase_TEC_tec_gene_partial_cds_and_tyrosine_kinase_TXK_txk_gene	U34380_rna1_s_at	-0.21901	-0.26991	0.0429	-0.16954	-0.55582	-0.39297	-0.24762	0.27678	-0.3187	-0.44943	-0.2059	-0.5755	-0.30088	-0.54982	-0.55575	-0.57071	0.26835	-0.2378	-0.83811	-1.0686	-1.06221	-0.29898	-0.79753	-0.19683	-0.30794	-0.30575	-0.52641	-0.14237	-1.08902	-0.2717	-0.23516	0.17889	0.1456	-0.3547	-0.01033	-0.01183	-0.80807	-0.17324
ZNF33B_gene	X68688_rna1_s_at	-0.43514	-1.3942	-0.5793	-0.0496	-0.49966	-0.00519	-1.37386	-1.36832	-1.47649	0.31696	-1.28137	-0.17355	-0.33066	-1.02531	-0.55235	0.50732	-0.07405	-1.0701	0.24331	-0.77888	1.198	0.09542	0.47353	-0.03135	0.19603	-0.2647	-1.23051	-0.06023	0.61136	-1.29865	0.30798	0.07062	0.04901	0.8343	1.20577	0.3732	-0.17662	0.25018
GB_DEF_-_PMS2_related_hPMSR2_gene	U38964_s_at	0.63625	-0.39528	0.00562	0.50188	0.13223	0.32917	0.31945	-0.00563	-0.0247	0.30998	-0.79035	-0.47194	0.07158	0.06614	0.37841	0.28391	0.81199	-0.18296	-1.24482	0.26132	0.51433	0.31263	0.40826	0.58752	-0.32824	-0.15421	-0.71365	-0.92397	-0.63943	-1.29865	0.18362	0.64766	-0.39892	0.22345	-0.23675	0.20219	-1.34579	-1.32403
GB_DEF_-_Integral_membrane_protein_NRAMP1_gene_exon_5	L38593_s_at	-1.45769	-0.78936	-1.46227	-1.40715	-1.42668	-1.21719	-0.74541	-1.36832	-0.18011	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.15947	-1.56783	-1.20466	-1.24482	-1.60767	-0.92596	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-0.95573	-1.08902	-1.29865	-0.45275	-0.69548	-1.47218	-1.12285	-0.43784	0.2784	-0.25257	-1.32403
KIAA0139_gene	U58046_s_at	-0.50467	-0.15573	-0.64967	-0.2645	-0.14005	-0.61165	-0.65467	-1.34138	-0.18756	-0.8551	0.40776	-0.87957	-0.41435	-0.24274	-0.24358	-0.64465	0.44128	-0.53735	-0.96492	-0.21356	-0.07851	-0.96141	-0.78495	-0.49413	-1.17277	-0.94588	-1.16671	-0.50267	-1.08902	-0.48494	-0.88131	-1.00187	-0.72402	-0.78357	-0.87552	-1.01375	-0.74604	-1.32403
Ras_homologue_enriched_in_brain_RHEB_gene_Ras-related_GTP_binding_protein_gene	D78132_s_at	0.0595	0.60103	0.15173	-0.00646	0.53166	-0.14327	-0.46373	-0.15399	0.24775	0.80696	0.83277	-0.21874	0.23535	0.42475	0.5726	0.1023	0.41332	-0.37394	0.18293	0.2381	1.11278	0.15394	0.59972	0.64166	-0.10707	-0.62232	-0.16668	0.41635	0.41461	0.67308	0.02863	0.26626	0.33564	0.31921	-0.12471	0.71206	0.03339	0.42257
KIAA0162_gene	D79984_s_at	-0.32345	-0.16452	-0.45908	-0.12305	-1.25008	-0.07032	0.0513	-1.36832	-0.02008	-0.23297	0.66788	0.00223	0.20132	-0.50669	-0.66047	-0.73418	0.09683	-0.97455	0.06894	-0.32323	-1.06221	0.13902	-0.35725	0.42693	-1.25268	-0.82498	-0.33678	0.72246	0.12522	-0.19889	0.11333	0.05235	-0.71331	0.31772	0.26486	-1.39906	0.14182	-0.41051
KIAA0203_gene	Z35085_s_at	0.26033	0.25906	0.25106	-0.11828	-0.00088	-0.21928	-0.04484	0.37878	0.00563	-0.04747	0.81418	-0.22719	0.29157	0.14745	0.04699	0.1023	0.64246	-0.31485	-0.3647	0.46684	0.25954	0.26993	-0.05268	0.182	-0.58254	-0.03846	0.03083	-0.25733	0.17933	0.51498	-0.63715	-0.01742	0.54525	0.43655	-0.37948	0.17264	0.15839	0.53181
G6PD_gene_glucose-6-phosphate_dehydrogenase_extracted_from_H-sapiens_G6PD_gene_for_glucose-6-phosphate_dehydrogenase	X55448_cds1_s_at	1.15353	1.01358	0.73697	0.49942	0.53166	1.05965	0.61143	0.82293	0.80252	0.68947	0.52339	1.1999	0.89876	1.37397	0.32235	1.15318	1.64142	0.78759	0.76865	0.20549	0.4298	0.59111	0.74545	0.81871	0.84939	0.67707	0.55321	0.81169	0.59314	0.85271	1.19466	1.25809	0.6265	1.06296	1.09357	1.18086	0.70475	0.75554
Heterogeneous_Nuclear_Ribonucleoprotein_A/B	HG110-HT110_s_at	1.23917	0.6437	1.31258	1.19595	1.54046	1.77086	1.14701	1.11548	1.74042	1.43086	1.52503	1.14363	1.72439	1.55338	1.67268	1.54791	1.99451	1.1306	1.83166	1.54496	1.16372	-0.34373	1.64311	1.61067	1.10625	1.63182	1.09603	1.44803	0.56039	0.71444	1.2853	0.87225	0.83347	1.51092	1.60055	1.22085	1.20336	0.94675
Heterogeneous_Nuclear_Ribonucleoprotein_I_Alt-_Splice_2_Ptb-1	HG1595-HT4788_s_at	1.19812	1.12014	1.11668	1.13676	1.55911	1.71579	1.10132	0.73301	1.70681	1.54252	1.12848	0.79964	1.51209	1.40861	1.56608	1.19154	1.44691	0.53306	1.33027	1.32836	0.40042	-0.31906	1.66929	1.34318	0.61443	1.12123	-0.96871	1.22157	1.54422	0.46974	1.42449	0.72842	0.52116	0.96757	0.83587	1.29223	0.82742	1.09393
Interferon-gamma_receptor_alpha_chain_gene	U19247_rna1_s_at	-0.67745	-0.01084	-1.46227	-0.60152	-0.20215	-1.21719	-0.36358	-0.26919	-1.07665	-0.32257	-0.58832	-0.34906	-0.25674	-0.83161	-0.63403	-0.61936	0.03052	-0.02934	-1.24482	-0.79071	-0.1886	-0.3995	-0.52352	-0.28412	-0.94732	-1.27619	-1.23051	-0.1922	0.54921	0.19934	-0.6239	-0.39012	0.77092	-0.67579	-1.05256	0.64172	0.3453	-0.07216
37_kD_laminin_receptor_precursor/p40_ribosome_associated_protein_gene	U43901_rna1_s_at	3.22372	3.09954	2.99977	3.35455	3.27515	3.49405	3.23765	3.25724	2.84099	3.45407	3.31366	3.89822	3.02445	3.28765	3.08083	3.41203	2.72396	3.68131	3.50217	2.5208	1.18856	3.69445	3.70837	3.27836	3.45335	3.41075	3.55521	3.18635	3.64076	2.8905	3.14257	3.09505	2.88576	3.30283	3.52559	2.81781	3.01414	3.27564
DM_kinase_gene_myotonic_dystrophy_kinase_extracted_from_Human_myotonic_dystrophy_kinase_DM_kinase_gene	L08835_rna2_s_at	0.86467	0.06728	0.75268	0.73617	0.08634	1.06681	0.94207	1.07143	0.78303	0.749	0.96845	0.48158	0.32235	0.42475	-0.31318	0.85038	0.65903	0.52031	0.38204	0.18957	0.5483	0.89955	1.09712	0.09891	0.84939	0.54045	1.12206	0.61876	-0.13951	0.32157	0.53988	0.54543	0.31767	0.85942	0.7663	0.61787	-0.49252	0.50209
KIT_V-kit_Hardy-Zuckerman_4_feline_sarcoma_viral_oncogene_homolog	X06182_s_at	-1.45769	-1.3942	-1.34707	-1.40715	-1.42668	-1.21719	-1.37386	-1.18708	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	1.03253	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	0.1461	0.65683	-1.29865	-1.06217	-1.44434	-1.22088	-0.67138	0.62178	-1.22033	-1.34579	-0.90946
C-myb_gene_extracted_from_Human_c-myb_gene_complete_primary_cds_and_five_complete_alternatively_spliced_cds	U22376_cds2_s_at	1.71135	0.74335	1.89287	2.34702	1.85889	2.03111	2.05606	2.14942	1.67872	1.36812	1.75256	0.62576	2.05013	1.12207	2.10825	2.17166	2.04341	1.1698	2.13521	1.83307	3.08642	2.55785	2.11331	2.32874	1.46383	1.943	1.93723	0.45261	1.30993	0.00467	-0.00368	0.65624	-0.43408	0.87417	0.8822	-0.10793	-0.81267	0.41329
Elastin_gene_partial_cds_and_partial_3'UTR	U77846_rna1_at	-0.59061	-1.07133	-1.46227	-0.11828	-1.08245	-0.02811	-0.29641	0.27528	-0.50852	-0.64481	-0.55931	-0.91336	-0.85682	-0.42603	-1.39503	-1.26841	-0.42565	-0.57165	-0.78937	-1.21524	-1.06221	-0.11852	-0.45444	-0.74356	-0.59158	-0.65945	-0.29391	-0.75801	-1.08902	-1.12778	-0.16682	-0.45873	-0.35574	-0.31213	-0.04411	-0.52016	-0.41354	-0.43397
Elastin_gene_partial_cds_and_partial_3'UTR	U77846_rna1_s_at	0.23859	-0.39528	-0.09422	0.29405	-0.80324	0.49284	0.47617	0.19036	0.08928	-0.76627	-0.05848	0.32189	-0.72271	-0.44554	-0.78373	-0.38473	-1.56783	-0.83376	-0.91623	-1.27784	0.19184	0.40222	0.12887	-0.15949	0.11905	-0.77535	0.02088	0.11008	-0.5569	-0.11607	0.06185	-0.68394	0.29385	-0.15926	0.43458	0.16635	0.14939	0.35693
Heterogeneous_Nuclear_Ribonucleoprotein_K_Alt-_Splice_1	HG3076-HT3238_s_at	1.96641	1.88721	1.99386	1.65726	2.01077	1.74412	1.35754	2.04944	1.82453	1.47044	2.3918	1.41687	1.63464	1.66153	1.74801	1.89076	1.86118	1.30172	1.78089	1.8809	2.53518	1.9832	2.09332	2.11796	1.66238	1.55931	1.48765	1.9852	1.77671	1.75505	1.47798	1.8409	1.57159	1.918	1.61674	1.76806	1.54962	1.87327
PR264_gene	X75755_rna1_s_at	0.17642	0.49021	0.15173	-0.01919	0.6343	-0.26141	0.02244	0.34464	0.54938	-0.40264	0.33025	-0.28847	0.39674	0.29721	0.16282	0.2088	0.39525	-0.2628	0.10459	0.74173	0.08518	-0.20447	0.01808	0.9035	0.30934	0.13112	-0.33313	-0.02275	-0.28093	-0.25755	-0.18543	0.00409	-0.46806	0.14937	-0.19571	-0.11145	-0.50858	-0.13339
Unknown_protein_gene_extracted_from_Human_ribosomal_protein_S24_mRNA	M31520_rna1_at	-0.55527	-0.33706	-0.73766	-0.28982	-0.01894	-0.75233	-1.37386	-1.28145	-1.47649	-0.78913	-0.40243	0.21228	-0.3116	-0.3882	0.13991	-0.41442	-0.94041	-0.68255	-0.40756	-0.26969	-1.06221	-0.86292	-0.1386	-0.19683	-0.05212	-0.73337	-0.79917	-0.38894	0.6351	-1.29865	-0.7211	-0.35769	-1.03183	-0.57937	-0.81665	-1.36647	-0.27945	-0.93861
Proto-Oncogene_C-Myc_Alt-_Splice_3_Orf_114	HG3523-HT4899_s_at	0.56186	0.78738	0.49264	1.72492	1.45615	0.88913	1.13818	1.05051	0.20288	0.76837	0.56556	0.74818	0.05572	1.62559	0.6418	0.44578	1.3456	-1.20466	0.18722	0.54432	0.37775	0.90404	1.07261	0.73524	0.80309	0.20457	1.18597	0.34051	0.6351	0.65316	0.31569	0.56834	0.72032	0.38532	0.70073	0.71858	0.73956	0.63138
MYC_V-myc_avian_myelocytomatosis_viral_oncogene_homolog	M13929_s_at	-0.60149	-0.68408	-1.3946	1.86166	1.46885	-0.27141	0.1329	-0.93427	-0.40109	-0.28501	-1.28137	-1.03209	-0.22686	1.73476	0.39362	-0.55116	1.30978	-0.78897	-0.68801	-0.77303	-1.06221	-1.02751	-0.1386	0.79915	-0.45255	-1.27619	0.79193	-0.77552	-1.08902	-1.29865	-1.26183	-0.61412	-0.00679	-1.28826	-0.72583	-0.56157	-0.88491	-0.21491
Urokinase-type_plasminogen_activator_receptor_gene_extracted_from_Human_urokinase-type_plasminogen_receptor	U09937_rna1_s_at	0.37595	0.83862	0.83827	0.03075	0.35195	0.72467	1.1489	-1.36832	-0.41808	1.12209	-0.00387	0.63628	0.46869	-0.46884	-0.11277	0.71386	0.90685	0.78393	0.4559	0.02703	-0.45862	0.8295	0.38049	0.32753	0.2397	0.17243	1.32873	1.33271	1.23989	1.23301	1.05163	0.90906	1.99072	0.7138	-1.22961	2.05661	2.08737	0.43827
Oncogene_Mll-Af4_Fusion_Activated	HG4757-HT5207_s_at	-0.26342	-0.74574	-1.45352	-1.05209	-1.24245	-0.98081	-0.72188	-0.71407	-1.14297	-1.11155	-1.28137	-1.03209	-1.2152	-1.0377	-1.39503	-1.38217	-0.95668	-1.20466	0.00641	-1.43269	-0.49253	-1.12665	-0.66182	-1.14774	-1.25268	-1.27619	-1.23051	-0.77552	-0.92691	-1.29865	-1.26183	-0.47674	-1.14723	0.68827	-0.37948	-1.15589	-0.62654	-0.80144
Protein_kinase_C_substrate_80K-H_gene_PRKCSH	U50327_s_at	-0.70559	0.33256	0.48883	0.154	-0.10826	0.74282	-0.11734	-0.22915	0.36386	-0.02955	0.46611	-0.11135	-1.1296	0.77633	-0.1169	-0.37183	-0.54548	-0.01524	0.00382	0.08692	-0.95818	-0.50205	0.09669	0.00583	-0.01722	-0.02169	-0.09615	0.33008	1.02559	0.32041	0.80561	0.17011	0.31231	-0.88888	0.29361	0.59482	0.04026	-0.2096
Annexin_V_ANX5_gene_5'-untranslated_region	U01691_s_at	0.43113	-0.19142	0.98737	-0.18727	-0.17537	1.12964	-0.24205	-0.71407	1.3878	0.7281	0.83014	-1.03209	0.46646	0.69684	-0.62662	-0.2488	-0.62205	-0.01245	-0.78937	-1.60767	0.23752	-0.22631	0.77465	-0.07633	-0.1569	-0.51912	-0.10468	-0.4929	-0.79563	1.14425	0.21851	0.48544	0.40106	-0.08911	-0.75517	1.51688	0.41774	-1.15879
Leukosialin_CD43_gene	M61827_rna1_s_at	1.31022	1.26714	0.94061	1.56557	1.08647	1.14142	1.80743	1.48144	1.17068	0.74682	0.91483	0.91357	0.87936	1.44029	1.2531	1.04668	1.7	0.83964	1.12042	1.20979	1.06519	1.00693	0.7883	1.60371	1.01925	1.23328	1.58822	1.0145	1.71533	1.15488	1.50398	1.75463	1.16508	1.87519	1.70481	1.37139	1.0851	0.93333
SmB_protein_gene_extracted_from_Human_gene_for_small_nuclear_ribonucleoproteins_SmB_and_SmB'	X52979_rna1_s_at	1.28792	1.2277	1.67056	0.93824	1.49769	1.73567	0.749	0.62099	1.79304	1.84203	1.93451	1.0108	1.45956	1.48849	1.50604	1.05098	1.30215	1.3517	1.05276	1.39978	0.7162	0.96163	1.82707	1.31604	1.31883	1.24179	0.92937	1.46929	1.92925	0.95942	0.97052	1.04996	1.22206	0.92476	1.16705	1.22615	1.16772	1.25854
Of_p65_gene_encoding_p65_subunit_of_transcription_factor_NF-kappaB	Z22951_rna1_s_at	0.7321	0.89843	0.67657	1.32634	0.29307	0.42416	0.66975	0.79449	0.55252	0.14117	0.59453	0.8555	0.93237	0.47584	0.8568	0.96502	0.94755	0.96068	0.65499	0.68548	0.06926	1.14601	0.44584	0.79585	1.12214	0.77225	0.92266	1.16623	0.69057	0.85878	0.44281	1.16152	1.30644	0.48007	0.43108	1.03509	1.00099	1.04349
Lamin_B_gene_extracted_from_Human_lamin_B_mRNA	M34458_rna1_s_at	-0.3592	-1.34261	-0.33609	0.1646	0.1305	-0.12306	-0.30529	-1.36832	0.24326	-0.29849	-0.29884	-1.03209	0.46758	-0.18892	0.56116	-0.51322	0.04194	-0.47221	0.03944	-0.07261	-0.73387	-1.12665	-0.02947	0.19149	-0.72848	-0.72825	-0.48702	-0.91879	-0.5569	-1.21998	-1.15247	-1.44434	-0.47073	-1.31453	-0.98233	-0.82314	-0.63401	-1.32403
DNL1L_gene_extracted_from_Homo_sapiens_chromosome_X_region_from_filamin_FLN_gene_to_glucose-6-phosphate_dehydrogenase_G6PD_gene's	L44140_cds4_s_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-0.91027	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-0.38637	0.74493	-0.47524	-1.34579	-1.32403
Mutant_coseg_gene_for_vasopressin-neurophysin_precursor	X62891_s_at	-1.45769	2.33497	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	-1.34579	-1.32403
GB_DEF_-_Uroporphyrinogen_decarboxylase_URO-D_gene_partial_cds	M60891_s_at	-1.45769	-1.3942	-1.46227	-1.40715	-0.59651	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	0.93242	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.22961	-1.39906	1.37611	1.05341
Histone_H4_gene_clone_FO108	M16707_rna1_s_at	-0.39347	-1.3942	-0.76508	0.34904	-0.53436	-0.89168	0.37131	-0.97479	-0.39153	0.38565	-1.28137	-0.6382	0.06983	-1.39979	-0.63403	0.11581	-0.75981	-1.20466	-0.2332	-0.05433	-0.09118	-0.81383	-1.20963	0.02483	-0.18286	-1.27619	-0.86083	-0.75369	1.30423	-1.29865	-0.79762	-0.4295	-1.47218	0.11463	-1.22961	-1.39906	-1.34579	-0.92101
PIM1_Pim-1_oncogene	M16750_s_at	0.36707	1.59219	-0.71482	-0.36397	-0.17297	-1.21719	-0.03144	-0.29408	-0.44802	-1.21583	-1.28137	0.71659	0.17685	-0.22704	-0.27769	-1.31057	1.3745	-0.1438	0.42471	-0.99642	-0.22475	0.15394	-0.49994	-1.48332	0.62306	-0.65472	-0.44101	1.13373	1.7358	1.16663	7.00E-04	0.66135	1.07845	-1.08061	-0.07319	1.82709	1.56222	1.6687
Interleukin_8_IL8_gene	M28130_rna1_s_at	-0.46925	1.28536	-1.46227	-1.40715	-1.12829	-1.21719	-1.31067	-1.36832	-1.44312	-1.21583	-0.70501	1.80502	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-0.88876	-0.50245	-0.71034	-0.82973	-1.48332	2.22868	-1.27619	-1.23051	2.80085	1.52525	1.50075	0.46386	2.36934	2.71901	1.96112	-1.22961	2.54465	2.83438	2.23443
PRKACB_gene_protein_kinase_C-beta-2_extracted_from_Human_protein_kinase_C_beta_1_and_2_genes_next_to_last	M18255_cds2_s_at	1.0316	0.38156	0.35267	-0.37016	-0.51684	0.20947	-0.49966	0.52348	0.26878	-0.68011	-0.39901	-0.11513	-0.39935	0.42731	0.26518	0.27098	0.88806	-0.35384	-0.01979	0.44626	-0.30161	-1.12665	0.04765	-0.59044	0.01877	0.36299	-0.60077	-0.58128	-1.08902	-0.40571	-0.73093	0.49675	-1.02671	-0.84529	-0.05275	0.15491	-0.97486	-1.05878
MPO_from__Human_myeloperoxidase_gene_exons_1-4-/ntype-DNA_/annot-exon	M19508_xpt3_s_at	0.45463	0.4828	0.85229	0.74945	0.3465	0.7705	0.80681	0.64832	0.29463	0.73032	0.55609	0.73567	0.0923	0.1864	-0.0804	1.10852	0.91944	0.36384	0.70358	0.29102	-0.73387	0.62477	0.66067	0.62297	0.83389	0.38158	0.96495	1.0274	0.73899	0.2824	1.6705	0.64247	1.70985	1.16957	1.70481	0.89155	0.77739	1.26063
GB_DEF_-_Neutrophil_elastase_gene_exon_5	M20203_s_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-0.77763	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	-1.43337	3.00163	0.96688	0.03285	-1.44434	1.81108	0.69026	-1.22961	-1.39906	0.75161	0.34981
CD19_gene	M84371_rna1_s_at	1.65184	0.1546	0.47438	1.42121	1.28691	0.49725	1.57996	1.04278	0.10798	-0.04231	0.17581	1.314	1.01601	-0.10112	1.3465	1.43096	-0.3767	1.05538	2.07265	1.40761	1.11278	1.65932	0.65503	1.31176	1.7457	2.00587	1.4781	-0.07854	-0.33328	-0.53903	0.33392	0.48337	0.17131	0.07268	0.42226	0.28937	-0.02367	0.60264
GB_DEF_-_Lymphocyte-specific_protein_tyrosine_kinase_LCK_gene_exon_1_and_downstream_promoter_region	M26692_s_at	-1.45769	-0.46377	0.27941	-1.40715	-1.42668	0.469	-1.37386	-1.36832	0.17891	-0.28836	0.42167	-1.03209	-1.36149	-1.27071	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-1.60767	-1.06221	-1.12665	-1.15317	-1.48332	-1.25268	-1.27619	-1.14925	-1.43337	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	-1.34158	-1.09389	-1.39906	-1.30388	-1.32403
GB_DEF_-_Mitochondrial_ubiquinone-binding_protein_QP_gene_exon_4	M26730_s_at	1.14204	1.29178	0.86733	1.23099	1.24591	1.1681	0.68223	0.42197	1.13154	1.63712	1.57503	1.4544	1.45189	1.23632	1.43808	1.37425	1.28581	1.39729	1.07077	1.5267	2.82116	1.42728	1.38637	1.0705	1.48149	1.35858	0.65682	1.48232	1.93326	1.32938	0.69622	1.15909	1.28421	1.51456	1.3811	0.96279	0.89707	1.06647
PIM1_Pim-1_oncogene	M54915_s_at	1.29401	2.17566	-0.2282	0.56931	0.80986	0.80896	0.81401	1.04858	0.695	0.96083	0.37348	1.53579	0.86737	0.17135	0.67024	0.57225	2.08795	0.92657	1.35708	0.65481	0.86599	0.91407	0.68703	0.67139	1.53668	1.06149	0.78639	1.9905	2.02238	1.73207	1.02286	1.6193	1.98797	-0.10793	1.23613	2.40301	2.34845	2.48115
SCAD_gene_exon_1_and_joining_features	Z80345_rna1_s_at	-1.45769	-1.3942	-1.24523	-1.40715	-1.42668	-1.21719	-1.37386	-0.39793	-1.0102	-1.21583	-0.97673	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	0.00721	-1.20466	-1.09467	-1.60767	-1.06221	-0.3995	-1.20963	-0.51062	-1.25268	-1.27619	-0.04382	-1.32212	-1.08902	-1.29865	-1.26183	-1.44434	-1.47218	0.33838	-1.22961	-1.39906	-1.34579	-1.14381
JUNB_Jun_B_proto-oncogene	U20734_s_at	-0.09946	1.73491	-0.58901	-1.40715	0.60064	-0.5784	0.26455	1.12322	0.03492	0.24462	-0.73422	1.73893	0.45521	-0.69281	0.35326	-0.0111	-0.53295	1.70316	1.25625	0.95974	-0.6423	0.8222	-1.20963	-0.09965	1.1077	2.03141	0.22678	2.63718	0.56197	1.51097	0.06185	1.88046	1.51231	1.15892	-0.99751	2.31044	1.81176	1.5173
GB_DEF_-_Alpha-I_spectrin_gene_exon_12	M29994_s_at	0.05055	-0.48571	-0.15966	-0.40175	-1.38148	-0.35187	0.02244	-0.13731	-0.26175	-0.98152	-0.57163	-0.33001	-0.75772	-0.46548	-0.80606	-0.55504	-0.15436	-0.51829	-0.96492	-0.88541	-0.17105	-0.15197	-0.54281	-0.67373	-0.07008	-0.49107	0.26036	-0.02082	-0.51068	-1.21251	-0.25817	-0.48589	0.26026	-0.26862	-0.26871	-0.17371	-0.03107	0.22264
Amphiregulin_AR_gene	M30703_s_at	-1.45769	-1.3942	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.28137	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-1.24482	-0.98879	-0.96641	-1.12665	-1.20963	-1.48332	-1.25268	-1.27619	-1.23051	2.17441	0.79248	-1.27425	-1.26183	-1.44434	2.43542	-1.34158	-0.01033	-1.39906	2.39836	0.95118
Insulin-like_growth_factor_binding_protein_hIGFBP1_gene	M74587_rna1_s_at	-0.49487	-1.10902	-0.61882	-1.1829	-1.08886	-1.21719	-0.77937	-0.64558	-0.57958	-0.81853	-1.15483	-0.67113	-0.95719	-0.86206	-1.36044	-0.87568	-0.03451	-1.00536	-1.24482	-0.93013	-1.0262	-0.88476	-1.15317	-1.00217	-0.77715	-0.72825	0.1623	-0.79337	-1.08902	-0.7224	-1.06935	-1.08168	-0.92104	-0.80369	-0.63223	-1.24757	-0.76768	-0.50087
GB_DEF_-_PTX3_gene_promotor_region	X97748_s_at	-1.45769	-0.82123	-1.46227	-1.40715	-1.42668	-1.21719	-1.37386	-1.36832	-1.47649	-1.21583	-1.19507	-1.03209	-1.36149	-1.39979	-1.39503	-1.40095	-1.56783	-1.20466	-0.78937	-1.60767	-0.35526	-1.12665	-0.9406	-1.48332	-0.61926	-1.27619	-1.23051	0.18845	-1.08902	0.6866	-0.95439	-1.00187	0.76903	-1.16714	-1.22961	1.7216	1.00322	0.3668
GB_DEF_-_Propionyl-CoA_carboxylase_beta-subunit_beta-PCC_gene_partial_cds_mutant_delta-ATC	M31169_s_at	-0.8705	-0.07832	-0.62898	-0.94875	-0.41819	-0.84701	-0.57197	-0.38235	-0.13149	0.44957	-0.79563	-0.4557	-0.56947	-0.05261	-0.25078	-0.80735	-0.46145	-0.42396	-0.59154	0.32347	-1.06221	-1.12665	-0.43682	-0.85674	-0.69232	-1.2579	-1.23051	-0.20156	0.00367	-0.14616	-0.13324	-0.60707	-0.6386	-0.81907	-0.53729	-1.39906	0.19632	0.24217
Proto-oncogene_BCL3_gene	U05681_s_at	0.90826	1.22356	1.00401	1.45645	0.25916	1.53017	1.39872	1.46082	0.97239	1.21838	0.99814	1.61217	0.46422	1.19442	0.04871	0.14412	1.04494	0.36384	1.06309	0.52326	1.01787	1.45779	1.1596	0.47469	0.93558	0.66247	1.75244	1.63612	1.41337	1.13996	1.52845	1.33209	1.70371	1.03476	1.27886	1.74345	1.58122	1.58012
Interferon-inducible_RNA-dependent_protein_kinase_Pkr_gene	U50648_s_at	1.05972	1.09281	1.11995	1.1134	0.32157	1.26327	1.04981	1.06262	1.04037	0.66	1.14415	0.78479	1.07799	1.04422	1.09161	1.07288	1.265	0.81041	0.82189	1.76764	2.33824	0.80121	1.4022	0.39072	1.73392	1.09963	1.01157	1.17301	0.48949	0.60442	0.78132	1.20234	2.01236	1.42605	1.49906	1.08546	1.95017	1.24106
